Tipo	Ano	Autores	T€Ðtulo
Resumo	2002	EFE MA ET AL	[**AN€LISE DAS FICHAS INDIVIDUAIS DE CONTROLE NO PROCESSO DE CA€?A DE ANAT€DEOS NO RIO GRANDE DO SUL. X CONGRESSO BRASILEIRO DE ORNITOLOGIA. FORTALEZA, BRASIL**](https://drive.google.com/file/d/15j--H86S2RMKNeV8-NEl8oCePC4EZNxb/view?usp=drive_link)
Resumo	2002	EFE MA & FILIPPINI A	[**IMPACTO DO NINHO DE FURNARIUS RUFUS EM €REAS RURAIS DE SANTA CATARINA. X CONGRESSO BRASILEIRO DE ORNITOLOGIA. FORTALEZA, BRASIL**](https://drive.google.com/file/d/1zJevkMsAg3tvWsVbjjSibRLfsC5ouYC3/view?usp=drive_link)
Resumo	2002	EFE MA ET AL	[**REAVISTAGEM DE FLAMINGOS NO LITORAL DE SANTA CATARINA. X CONGRESSO BRASILEIRO DE ORNITOLOGIA. FORTALEZA, BRASIL**](https://drive.google.com/file/d/1Lc2jPzWbJPlatrceUDiLDaLTG1_1nPoL/view?usp=drive_link)
Resumo	2002	BARBIERI E ET AL	CAPTURAS ACIDENTAIS DE ALBATROZES E PETR€?IS, EFETUADAS PELO ESPINHEL PEL€GICO NO SUL DO BRASIL. 1o. SIMP€?SIO BRASILEIRO DE OCEANOGRAFIA, S€?O PAULO, BRASIL
Artigo	2001	EFE MA ET AL	[**FIRST-KNOWN RECORD OF BREEDING FOR THE BLACK SKIMMER (RYNCHOPS NIGER) IN A MIXED COLONY IN IBICUI RIVER, RIO GRANDE DO SUL STATE, SOUTHERN BRAZIL. INTERNATIONAL JOURNAL OF ORNITHOLOGY 4(2):103-107**](https://drive.google.com/file/d/1AALOwixO2jYOxfqsUWvTdrm-tdNnO0Vr/view?usp=drive_link)
Artigo	2001	NASCIMENTO JLX ET AL	[**BIOLOGICAL ASPECTS OF THE BLACK-NECKED SWAN (CYGNUS MELANCORYPHUS) AND COSCOROBA SWAN IN RIO GRANDE DO SUL STATE. MELOPSITTACUS 4(1):31-38**](https://drive.google.com/file/d/1hR6w4WBjTQdasGOoj7p45M6JJwrLF_IB/view?usp=drive_link)
Artigo	2001	NASCIMENTO JLX ET AL	[**CENSOS DE ARARAS-AZUIS-DE-LEAR (ANODORHYNCHUS LEARI) NA NATUREZA. TANGARA 1(3):135-138**](https://drive.google.com/file/d/1bkNJ_Lxyk3_Dg68CyLNjPvmRyylNYom-/view?usp=drive_link)
Resumo	2001	MOHR LV	[**REGISTROS DE VARIEGA€?€?O EM MARRECA-PIADEIRA, DENDROCYGNA VIDUATA, COLETADA EM SANTA VIT€?RIA DO PALMAR, RIO GRANDE DO SUL. IX CONGRESSO BRASILEIRO DE ORNITOLOGIA. CURITIBA, BRASIL**](https://drive.google.com/file/d/1GPTlf2VTQVNcIaT1lEeUNDEbcuvs2MOU/view?usp=drive_link)
Resumo	2001	NASCIMENTO JLX	[**MONITORAMENTO DE COL€?NIAS DE AVOANTE, ZENAIDA AURICULATA, NO NORDESTE DO BRASIL, ENTRE 1991 E 1999. IX CONGRESSO BRASILEIRO DE ORNITOLOGIA. CURITIBA, BRASIL**](https://drive.google.com/file/d/1HRd3jFkjZGpOyBT-xKJgBd_I8IFVoD3a/view?usp=drive_link)
Resumo	2001	NASCIMENTO ILS & AZEVEDO JR SM	[**DIETA DAS AVES MARINHAS NO PARQUE NACIONAL DOS ABROLHOS, BAHIA. IX CONGRESSO BRASILEIRO DE ORNITOLOGIA. CURITIBA, BRASIL**]()
Resumo	2001	NASCIMENTO JLX & FLORES JM	[**LEVANTAMENTO AVIFAUN€STICO DO PARQUE NACIONAL DO ARAGUAIA, TOCANTINS. IX CONGRESSO BRASILEIRO DE ORNITOLOGIA. CURITIBA, BRASIL**](https://drive.google.com/file/d/1PKqDcDbpdlXySs8vZxmsWpX6UtJwNed_/view?usp=drive_link)
Resumo	2001	NASCIMENTO JLX ET AL	[**ESTUDO DOS IMPACTOS DECORRENTES DA IMPLANTA€?€?O DA USINA HIDREL€?TRICA DE PORTO PRIMAVERA (S€?RGIO MOTTA) SOBRE A AVIFAUNA DA REGI€?O. IX CONGRESSO BRASILEIRO DE ORNITOLOGIA. CURITIBA, BRASIL**](https://drive.google.com/file/d/1emkVmsuSU1hDGlO5_9gYgkFUTKMi0YpP/view?usp=drive_link)
Resumo	2001	OLIVEIRA AC ET AL	[**AVIFAUNA DA €REA DE PROTE€?€?O AMBIENTAL DE IBIRAPUIT€?, RIO GRANDE DO SUL. IX CONGRESSO BRASILEIRO DE ORNITOLOGIA. CURITIBA, BRASIL**](https://drive.google.com/file/d/1iJGPXN9O8Xn5Ak_MukHabCIvvB-2Jfw-/view?usp=drive_link)
Resumo	2001	SALES JR LG & NASCIMENTO JLX	[**AVALIA€?€?O R€PIDA DAS POTENCIALIDADES ECOL€?GICAS E ECON€?MICAS DAS AVES DO PARQUE NACIONAL DE UBAJARA, CEAR€, E ASPECTOS DE SUA BIOLOGIA. IX CONGRESSO BRASILEIRO DE ORNITOLOGIA. CURITIBA, BRASIL**](https://drive.google.com/file/d/1igHOuQR6xxgfr1POgFme1KD2gT-odnd1/view?usp=drive_link)
Resumo	2001	SOTO JMR & FILIPPINI A	[**A NECESSIDADE DE IMPLANTA€?€?O DE UMA €REA DE PROTE€?€?O, DIRECIONADA €? AVES LIMN€COLAS, NA DESEMBOCADURA DO RIO ARARANGU€, ESTADO DE SANTA CATARINA, BRASIL. IX CONGRESSO BRASILEIRO DE ORNITOLOGIA. CURITIBA, BRASIL**](https://drive.google.com/file/d/1LRrwZwRoP0NVgVDOX9lfj0NjaTg92AOi/view?usp=drive_link)
Resumo	2001	EFE MA ET AL	[**PAR€?METROS POPULACIONAIS DE STERNA SANDVICENSIS EURYGNATHA NO BRASIL. IX CONGRESSO BRASILEIRO DE ORNITOLOGIA. CURITIBA, BRASIL**](https://drive.google.com/file/d/1RNLUoiG93KzYtZJltaujFD8zWFWZ8oww/view?usp=drive_link)
Resumo	2001	EFE MA ET AL	[**VARIA€?€?ES MORFOL€?GICAS E PADR€?ES DE CRESCIMENTO EM STERNA SANDVICENSIS EURYGNATHA NO BRASIL. IX CONGRESSO BRASILEIRO DE ORNITOLOGIA. CURITIBA, BRASIL**](https://drive.google.com/file/d/1OF3Mv6dxqlKZ7Px-WBQkrHt3E73Cbs_Q/view?usp=drive_link)
Artigo	2001	EFE MA ET AL	[**INVENT€RIO E DISTRIBUI€?€?O DA AVIFAUNA DO PARQUE SAINT HILAIRE, VIAM€?O, RIO GRANDE DO SUL, BRASIL. TANGARA 1(1):12-25**](https://drive.google.com/file/d/1RAVfG_uigwE5nm5mlXs2F_afmvzQN2K7/view?usp=drive_link)
Resumo	2001	NASCIMENTO ILS	[**MIGRATION AND OTHER BIOLOGICAL DATA OF CALIDRIS CANUTUS RUFA FROM BRAZIL. WADER STUDY GROUP BULLETIM (ABSTRACT) 95:11**](https://drive.google.com/file/d/18giXHl9GZsXyqTNpadWwXI4tj13lGR1R/view?usp=drive_link)
Artigo	2000	NASCIMENTO JLX ET AL	[**MIGRA€?€?O E DADOS DEMOGR€FICOS DO MARREC€?O NETTA PEPOSACA (ANSERIFORMES, ANATIDAE) NO SUL DO BRASIL, URUGUAI, PARAGUAI E NORTE DA ARGENTINA. MELOPSITTACUS 3(4):143-158**](https://drive.google.com/file/d/1fJZ26sJ2-2urnDISZyFMZKkYZZ35Yk2Y/view?usp=drive_link)
Artigo	2000	NASCIMENTO JLX ET AL	[**AVES DA CHAPADA DO ARARIPE (BRASIL): BIOLOGIA E CONSERVA€?€?O. REVISTA BRASILEIRA DE ORNITOLOGIA 8(2):115-125**](https://drive.google.com/file/d/1p-HHYRGyKiOWy1fGro3WEzcl2lOH8U8f/view?usp=drive_link)
Artigo	2000	NASCIMENTO JLX ET AL	[**AVES AQU€TICAS DA REGI€?O DO LAGO DE SOBRADINHO, BAHIA - CONSERVA€?€?O E POTENCIAL DE MANEJO. MELOPSITTACUS 3(2):53-63**](https://drive.google.com/file/d/1JFdCDdrF9KaHOKP7OG5nm8zPR02jIHX3/view?usp=drive_link)
Nota	2000	AZEVEDO JR SM ET AL	[**NOVOS REGISTROS DE ANTILOPHIA BOKERMANNI COELHO E SILVA, 1999 NA CHAPADA DO ARARIPE, CEAR€, BRASIL. REVISTA BRASILEIRA DE ORNITOLOGIA 8(2):133-134**](https://drive.google.com/file/d/11w74fflmvCBg13DyaRwc8w-fOffS_ZGG/view?usp=drive_link)
Artigo	2000	NASCIMENTO JLX	[**ESTUDO COMPARATIVO DA AVIFAUNA EM DUAS ESTA€?€?ES ECOL€?GICAS DA CAATINGA: AIUABA E SERID€?. MELOPSITTACUS 3(1):12-35**](https://drive.google.com/file/d/1kvxt8ZB68PGQyN6oMEaxO0qD-rDsEakd/view?usp=drive_link)
Artigo	2000	NASCIMENTO JLX & LARRAZ€BAL MEL	[**ALIMENTA€?€?O DE AVES LIM€COLAS EM BARRA DE CUNHA€?, CANGUARETAMA, RIO GRANDE DO NORTE. MELOPSITTACUS 3(3):91-109**](https://drive.google.com/file/d/1kfxfYXTUC3ahY9ahV_qJRZDvXw7kH65x/view?usp=drive_link)
Artigo	2000	EFE MA ET AL	[**DISTRIBUI€?€?O E ECOLOGIA REPRODUTIVA DE STERNA SANDVICENSIS EURYGNATHA NO BRASIL. MELOPSITTACUS 3(3):110-121**](https://drive.google.com/file/d/1HE6jsyc1WA8VAjVMYSPSv6TPK4w_vsQJ/view?usp=drive_link)
Guia	2000	ALVES VS ET AL	[**AS AVES DO ARQUIP€?LAGO DE ABROLHOS (BAHIA - BRASIL). EDI€?€?ES IBAMA. BRAS€LIA, BRASIL**](https://drive.google.com/file/d/1KL7KB4HndYLw2ejTG-UUO0n2xF4iaV1l/view?usp=drive_link)
Disserta€ä€?o	2000	NASCIMENTO ILS	[**DIETA DAS AVES MARINHAS COMO CONTRIBUI€?€?O AO MANEJO DO PARQUE NACIONAL DOS ABROLHOS, BA, BRASIL. DISSERTA€?€?O DE MESTRADO, UFPE. RECIFE, BRASIL**](https://drive.google.com/file/d/1IM4hM9pS2zLAhdtbupIEv140acjVXTZ8/view?usp=drive_link)
Disserta€ä€?o	2000	SOUZA EA	[**MATA DA AMEM, CABEDELO-PB: POSSIBILIDADES DE CO-GEST€?O. DISSERTA€?€?O DE MESTRADO. UFPB. JO€?O PESSOA, BRASIL**](https://drive.google.com/file/d/1n6ZxTIc28X5lh3bqJrfvQGwqqKuufsJ3/view?usp=drive_link)
Resumo	2000	MOHR LV ET AL	[**NOVOS REGISTROS DE AVES PARA O RIO GRANDE DO SUL, EM PARQUES URBANOS DE PORTO ALEGRE E VIAM€?O. VIII CONGRESSO BRASILEIRO DE ORNITOLOGIA. FLORIAN€?POLIS, BRASIL**](https://drive.google.com/file/d/1LXVonEDbml6FrMX8J2LfDCkw8xXv2t0n/view?usp=drive_link)
Resumo	2000	NASCIMENTO JLX	[**ESTUDO COMPARATIVO DA AVIFAUNA EM DUAS ESTA€?€?ES ECOL€?GICAS DA CAATINGA: AIUABA (CEAR€) E SERID€? (RIO GRANDE DO NORTE). VIII CONGRESSO BRASILEIRO DE ORNITOLOGIA. FLORIAN€?POLIS, BRASIL**](https://drive.google.com/file/d/1I4otB0HTMW2JuJjJwoGUOupl6t61ypg1/view?usp=drive_link)
Resumo	2000	NASCIMENTO JLX ET AL	[**MIGRA€?€?O E PAR€?METROS DEMOGR€FICOS DO MARREC€?O NETTA PEPOSACA (ANATIDAE, ANSERIFORMES) NO SUL DO BRASIL, URUGUAI, PARAGUAI E NORTE DA ARGENTINA. VIII CONGRESSO BRASILEIRO DE ORNITOLOGIA. FLORIAN€?POLIS, BRASIL**](https://drive.google.com/file/d/1uQxAaec9sfoihv_WiKs1iQnKHpHUjHdX/view?usp=drive_link)
Resumo	2000	EFE MA ET AL	[**REGISTRO DE REPRODU€?€?O DE TALHA-MAR (RYNCHOPS NIGER) EM COL€?NIA MISTA COM OUTRAS TR€?S ESP€?CIES EM ILHA DO RIO IBICU€, RIO GRANDE DO SUL. VIII CONGRESSO BRASILEIRO DE ORNITOLOGIA. FLORIAN€?POLIS, BRASIL**](https://drive.google.com/file/d/1j8FyKVd_mf4UPRvWkEwtKatZIbvizKBD/view?usp=drive_link)
Resumo	2000	EFE MA ET AL	[**INVENT€RIO E DISTRIBUI€?€?O DA AVIFAUNA DO PARQUE SAINT HILAIRE, VIAMAO, RIO GRANDE DO SUL. VIII CONGRESSO BRASILEIRO DE ORNITOLOGIA. FLORIAN€?POLIS, BRASIL**](https://drive.google.com/file/d/11y0luhfyAqlNBFljLHDigDX3HIy8ROB7/view?usp=drive_link)
Resumo	2000	EFE MA ET AL	[**PROJETO AVES URBANAS: AS AVES DOS PARQUES DE PORTO ALEGRE, RIO GRANDE DO SUL. VIII CONGRESSO BRASILEIRO DE ORNITOLOGIA. FLORIAN€?POLIS, BRASIL**](https://drive.google.com/file/d/1O-rzBW1kTTBsGMnx7gZOGP2rKuxwUO--/view?usp=drive_link)
Resumo	2000	NASCIMENTO JLX & LARRAZ€BAL MEL	[**ESTUDO DE ALIMENTA€?€?O DE AVES LIM€COLAS EM BARRA DE CUNHA€?, CANGUARETAMA, RIO GRANDE DO NORTE. VIII CONGRESSO BRASILEIRO DE ORNITOLOGIA. FLORIAN€?POLIS, BRASIL**](https://drive.google.com/file/d/1xF7Ljms3kIRt0Y6nyWqNKOSacZliBcZz/view?usp=drive_link)
Resumo	2000	SOTO JMR & FILIPPINI A	[**O G€?NERO PUFFINUS NO ARQUIP€?LAGO FERNANDO DE NORONHA E O COMPLEXO P. ASSIMILIS - P. LHERMINIERI. VIII CONGRESSO BRASILEIRO DE ORNITOLOGIA. FLORIAN€?POLIS, BRASIL**](https://drive.google.com/file/d/11qOQKP5vWm8cqKKqPtqTaHbEPV_OYBzb/view?usp=drive_link)
Resumo	2000	SOTO JMR ET AL	[**LISTA SISTEM€TICA DAS AVES REGISTRADAS NO ARQUIP€?LAGO FERNANDO DE NORONHA, COM NOVAS INCLUS€?ES. VIII CONGRESSO BRASILEIRO DE ORNITOLOGIA. FLORIAN€?POLIS, BRASIL**](https://drive.google.com/file/d/1tobyzrg6NtohW1VyLSRGwC8VcLKjNFn-/view?usp=drive_link)
Cap€Ðtulo	2000	NASCIMENTO JLX ET AL	[**BIOMETRIA, MUDA E REPRODU€?€?O DA MARRECA-PARDA ANAS GEORGICA GMELIN, 1789 (ANSERIFORMES, ANATIDAE) NO RIO GRANDE DO SUL. A ORNITOLOGIA NO BRASIL: PESQUISA ATUAL E PERSPECTIVAS. EDUERJ. RIO DE JANEIRO, BRASIL**](https://drive.google.com/file/d/1OC0HrUSaO8F6yg_SDBHZ5ZtczLU1BSE0/view?usp=drive_link)
Tese	1999	ANTAS PTZ	[**COMUNIDADE DE AVES DOS CERRADOS DO PLANALTO CENTRAL E POR€?€?O OCIDENTAL DO M€?DIO RIO S€?O FRANCISCO. TESE DE DOUTORADO, UNB. BRAS€LIA, BRASIL**](https://drive.google.com/file/d/13mjIHuEcHnSWQupuwOGfSoBgdAvArus2/view?usp=drive_link)
Artigo	1999	BAKER AJ ET AL	[**NORTHBOUND MIGRATION OF RED KNOTS CALIDRIS CANUTUS RUFA IN ARGENTINA AND BRAZIL: REPORT ON RESULTS OBTAINED BY NA INTERNATIONAL EXPEDITION IN MARCH-APRIL 1997. WADER STUDY GROUP BULLETIN 88:64-75**](https://drive.google.com/file/d/1-RxT-YS50GDJhqxZoB_ll8bwUzToPrYm/view?usp=drive_link)
Guia	1999	LYRA-NEVES RM ET AL	[**AVES DA FAZENDA TAMANDU€, SANTA TEREZINHA - PARA€BA. OS AUTORES, JO€?O PESSOA, BRASIL**](https://drive.google.com/file/d/1PKGLSqKuPnmgEFBr2MRGLWMVaby8f5KG/view?usp=drive_link)
Artigo	1999	NASCIMENTO JLX	[**REGISTROS DE NINHAIS DE GAR€?AS (CICONIIFORMES, ARDEIDAE) NA PARAIBA, BRASIL. AIRO 10:39-42**](https://drive.google.com/file/d/1q-Y8Ocd76vpn0ctDqMt5HVdtXsxM2T5L/view?usp=drive_link)
Resumo	1999	NASCIMENTO JLX ET AL	[**AVES DA CHAPADA DO ARARIPE, BRASIL: BIOLOGIA E CONSERVA€?€?O. VIII CONGRESSO NORDESTINO DE ECOLOGIA. RECIFE, BRASIL**](https://drive.google.com/file/d/1umxsdacqQ_4EZAXCm8K8DjIl_XmGPErz/view?usp=drive_link)
Resumo	1999	NASCIMENTO ILS ET AL	[**LAGOA DO PEIXE NATIONAL PARK, BRAZIL: ANALYSIS OF SHOREBIRD DATA, 1984-1997. VI CONGRESSO DE ORNITOLOGIA NEOTROPICAL. MONTERREY, M€?XICO**](https://drive.google.com/file/d/1gU-Drb5k418CFaFaB-F7qWvLgR0MmtAV/view?usp=drive_link)
Resumo expandido	1999	BAKER A ET AL	[**HEMISPHERIC PROBLEMS IN THE CONSERVATION OF RED KNOTS (CALIDRIS CANUTUS RUFA). VI CONGRESSO DE ORNITOLOGIA NEOTROPICAL. MONTERREY, MEXICO**](https://drive.google.com/file/d/1sgu7g1JlVhS4XW65u2h9sufbEjl15jFV/view?usp=drive_link)
Artigo	1998	NASCIMENTO JLX	[**MUDA DE CHARADRIIDAE E SCOLOPACIDAE (CHARADRIIFORMES) NO NORTE DO BRASIL. REVISTA BRASILEIRA DE ORNITOLOGIA 6(2):141-144**](https://drive.google.com/file/d/1HQZSMUeNn1qY0zL8FY1ZeaqVBIjEAb4E/view?usp=drive_link)
Resumo	1998	ANTAS P & ALMEIDA A	[**BIRD COMMUNITY OF EUCALYPTUS PLANTATION AND ADJACENT ATLANTIC FOREST RESERVE, ESPIRITO SANTO STATE, SOUTH EASTERN BRAZIL. 22^O^ CONGRESSO INTERNACIONAL DE ORNITOLOGIA. DURBAN, AFRICA DO SUL**](https://drive.google.com/file/d/1cKRLP_YhVjjLXcjcIvMynNLfQbw792aL/view?usp=drive_link)
Resumo	1998	NASCIMENTO JLX ET AL	[**BIOMETRIA, MUDA E REPRODU€?€?O DA MARRECA-PARDA ANAS GEORGICA (ANSERIFORMES, ANATIDAE) NO RIO GRANDE DO SUL. VII CONGRESSO BRASILEIRO DE ORNITOLOGIA. RIO DE JANEIRO, BRASIL**]()
Resumo	1998	FLORES JM& SCHERER SB	[**CENSOS DE AVES MIGRAT€?RIAS NE€RTICAS NA REGI€?O COSTEIRA DO RIO GRANDE DO SUL. VII CONGRESSO BRASILEIRO DE ORNITOLOGIA. RIO DE JANEIRO, BRASIL**](https://drive.google.com/file/d/1VJ8_U3IowcT0r7URIVAcOwXBYUJU4YeQ/view?usp=drive_link)
Resumo	1998	SCHULZ-NETO A	[**NOVOS REGISTROS DE AVES PARA O NOVO MUNDO, PARA A AM€?RICA DO SUL, PARA O BRASIL E PARA FERNANDO DE NORONHA. VII CONGRESSO BRASILEIRO DE ORNITOLOGIA. RIO DE JANEIRO, BRASIL**](https://drive.google.com/file/d/1qed7kQpveJgdooYOHIzDernUY3Xss4Ek/view?usp=drive_link)
Resumo	1998	SCHULZ-NETO A	[**CENSOS DE AVES COSTEIRAS NA €REA DE PROTE€?€?O AMBIENTAL DAS REENTR€?NCIAS MARANHENSES. VII CONGRESSO BRASILEIRO DE ORNITOLOGIA. RIO DE JANEIRO, BRASIL**](https://drive.google.com/file/d/1X4auV3zlkNCRV3Ma4-NY40w7qGWazomp/view?usp=drive_link)
Resumo	1998	NASCIMENTO JLX	[**REGISTROS DE NINHAIS DE GAR€?AS (ARDEIDAE) NA PARAIBA. VII CONGRESSO BRASILEIRO DE ORNITOLOGIA. RIO DE JANEIRO, BRASIL**](https://drive.google.com/file/d/1UXlM24goFWACWf2PuKS5AtWIGuSm7bjj/view?usp=drive_link)
Resumo	1998	NASCIMENTO ILS	[**IMPACTOS DO FOGO SOBRE A AVIFAUNA DO PARQUE NACIONAL DOS ABROLHOS, BAHIA, BRASIL. XXII CONGRESSO BRASILEIRO DE ZOOLOGIA. RECIFE, BRASIL**](https://drive.google.com/file/d/11fT_ea7eo7RIwhetzYXmKRgdRiBefSap/view?usp=drive_link)
Resumo	1998	ALVES MAS & ANTAS PTZ	[**BIRD COMMUNITIES IN ATLANTIC FOREST FRAGMENTS IN THE SOUTH OF BAHIA STATE, BRAZIL. 22^O^ CONGRESSO INTERNACIONAL DE ORNITOLOGIA. DURBAN, AFRICA DO SUL**](https://drive.google.com/file/d/1VGIaeapxOmmWB34A2w6qP55xt7bQuoeX/view?usp=drive_link)
Resumo	1998	NASCIMENTO ILS ET AL	[**WATERBIRD COLONIES IN THE PANTANAL AREA WITH NA EMPHASIS ON THEIR TEMPORAL AND SPATIAL SCALES. MEETING OF THE COLONIAL WATERBIRD SOCIETY AND THE FLAMINGO SPECIALIST GROUP, FLORIDA INTERNATIONAL UNIVERSITY. MIAMI, USA**](https://drive.google.com/file/d/1Pyo1BcEejGgFxOZjXlm8tp6wK0JYMUbf/view?usp=drive_link)
Resumo	1998	NASCIMENTO ILS & NASCIMENTO JLX	[**DATA BANK OF THE BIRDS COLONIES IN BRAZIL. MEETING OF THE COLONIAL WATERBIRD SOCIETY AND THE FLAMINGO SPECIALIST GROUP, FLORIDA INTERNACIONAL UNIVERSITY. MIAMI, USA**]()
Artigo	1998	SCHULZ-NETO A	[**ASPECTOS BIOLOGICOS DA AVIFAUNA MARINHA NA RESERVA BIOLOGICA DO ATOL DAS ROCAS, RIO GRANDE DO NORTE, BRASIL. EL HORNERO 15(1):17-28**](https://drive.google.com/file/d/18ynFc9LXYpCwrmHxx6pzEHdQkR2_OKKF/view?usp=drive_link)
Artigo	1997	HAYS H ET AL	[**RECOVERIES OF ROSEATE AND COMMON TERNS IN SOUTH AMERICA. JOURNAL OF FIELD ORNITHOLOGY 68(1):79-90**](https://drive.google.com/file/d/13oDy86tRrpho5zFe-fAnYbFZirB6oVl3/view?usp=drive_link)
Resumo	1997	NASCIMENTO JLX	[**MUDA DE CHARADRIUS SEMIPALMATUS E CALIDRIS PUSILLA (AVES, CHARADRIIFORMES) NA ILHA DO PARAZINHO, AMAP€. VII CONGRESSO LATINO-AMERICANO SOBRE CI€?NCIAS DO MAR. SANTOS, BRASIL**](https://drive.google.com/file/d/11sZznSaSiLb2dWwH5JgUJTz2Lh6wlcZi/view?usp=drive_link)
Resumo	1997	RODRIGUES RC & NASCIMENTO JLX	[**OBSERVA€?€?ES SOBRE A DIETA DE CORYPHOSPINGUS PILEATUS (AVES, EMBEREZIDAE) NO NORDESTE DO BRASIL. VI CONGRESSO BRASILEIRO DE ORNITOLOGIA. BELO HORIZONTE, BRASIL**](https://drive.google.com/file/d/1ESKW1Lv2xyH4elPlAW8XHiFTkizLpeWM/view?usp=drive_link)
Artigo completo	1996	CORDEIRO PHC ET AL	[**AN€LISE DAS RECUPERA€?€?ES DE STERNA HIRUNDO NO BRASIL ENTRE 1980 E 1994. REVISTA BRASILEIRA DE ORNITOLOGIA 4(1):3-7**](https://drive.google.com/file/d/1wRAshimlYUwd96TCDX2LjHiSYlqZEztX/view?usp=drive_link)
Resumo	1996	ANTAS PTZ	[**THE BRAZILIAN MERGANSER (MERGUS OCTOSETACEUS) THE MOST THREATENED DUCK IN SOUTH AMERICA. GIBIER FAUNE SAUVAGE GAME WILDLIFE 13:799-800**](https://drive.google.com/file/d/1bTUf5r8eHlsJeZ6R8TJ9tluQkYJk8jhK/view?usp=drive_link)
Artigo	1996	ANTAS PTZ & NASCIMENTO ILS	[**ANALYSIS OF RED KNOT CALIDRIS CANUTUS RUFA BANDING DATA IN BRAZIL. INTERNATIONAL WADER STUDIES 8:63-70**](https://drive.google.com/file/d/1UlOFZPDZLUdUIGMmoe6MCdpwtxik9M9R/view?usp=drive_link)
Artigo	1996	ANTAS PTZ ET AL	[**MONITORING ANATIDAE POPULATIONS IN RIO GRANDE DO SUL STATE, SOUTH BRAZIL. GIBIER FAUNE SAUVAGE GAME WILDLIFE 13(1):513-530**](https://drive.google.com/file/d/1y80qoPKtIzUHKNO8Qd_FeZec4VU6C_Cg/view?usp=drive_link)
Guia	1996	NASCIMENTO JLX & SCHULZ-NETO A	[**AVES DA ESTA€?€?O ECOL€?GICA DE AIUABA, CEAR€. EDI€?€?ES IBAMA. BRAS€LIA, BRASIL**](https://drive.google.com/file/d/1Y_LpNyHAeFLGt71sEHFH9Qn0AhdZCVuH/view?usp=drive_link)
Guia	1996	NASCIMENTO JLX	[**AVES DA FLORESTA NACIONAL DO ARARIPE, CEAR€. EDI€?€?ES IBAMA. BRAS€LIA, BRASIL**](https://drive.google.com/file/d/1rXCBgAnqozmi-Lg9tW0S4kS_pJS9EmdW/view?usp=drive_link)
Resumo	1996	KOCH M ET AL	[**ASPECTOS ETOL€?GICOS E MORFOM€?TRICOS DO CISNE-DE-PESCO€?O-PRETO CYGNUS MELANCORYPHUS E DA CAPOROROCA COSCOROBA COSCOROBA NO RIO GRANDE DO SUL. V CONGRESSO BRASILEIRO DE ORNITOLOGIA. CAMPINAS, BRASIL**](https://drive.google.com/file/d/1XtSs3YetSdRyC3c0nVFhpCM94YtTvSr0/view?usp=drive_link)
Resumo	1996	NASCIMENTO JLX & SCHULZ-NETO A	[**AVES DA ESTA€?€?O ECOL€?GICA DE AIUABA, CE. V CONGRESSO BRASILEIRO DE ORNITOLOGIA. CAMPINAS, BRASIL**](https://drive.google.com/file/d/1GQ3MnV2i8LvebksHl_CGfvhAI2JWKvZg/view?usp=drive_link)
Resumo	1996	NASCIMENTO JLX	[**AVES DA FLORESTA NACIONAL DO ARARIPE, CE. V CONGRESSO BRASILEIRO DE ORNITOLOGIA. CAMPINAS, BRASIL**](https://drive.google.com/file/d/1Ljy6N3QEJRYjbMkpRFvU6tYbkvuhj29U/view?usp=drive_link)
Livro	1996	ANTAS PTZ & NASCIMENTO ILS	[**SOB OS C€?US DO PANTANAL: BIOLOGIA E CONSERVA€?€?O DO TUIUI€? JABIRU MYCTERIA. EMPRESA DAS ARTES. S€?O PAULO, BRASIL**](https://drive.google.com/file/d/11glotr_mcJs7ryaVMBmJPXHOpVfT8W55/view?usp=drive_link)
Resumo	1996	MARQUES EJ ET AL	[**PANTANAL - ASPECTOS RELACIONADOS €?S AVES AQU€TICAS E €REAS DE REPRODU€?€?O COLONIAL. II SIMP€?SIO SOBRE RECURSOS NATURAIS E S€?CIO-ECON€?MICOS DO PANTANAL - MANEJO E CONSERVA€?€?O, EMBRAPA/CPAP. CORUMB€, BRASIL**](https://drive.google.com/file/d/1Cu7QAtDS2Nl1xmVV2AG2YmlXep_ncBxW/view?usp=drive_link)
Artigo	1995	NASCIMENTO JLX & ANTAS PTZ	[**ANILHAMENTO DE DENDROCYGNA SPP. NO BRASIL ENTRE 1973 E 1994 (ANSERIFORMES, ANATIDAE). REVISTA BRASILEIRA DE ORNITOLOGIA 3(1):62-65**](https://drive.google.com/file/d/1gkvc0HuppHYPiuYghAHIdgQL_f-62nQv/view?usp=drive_link)
Guia	1995	NASCIMENTO ILS	[**AS AVES DO PARQUE NACIONAL DA LAGOA DO PEIXE. IBAMA. BRAS€LIA, BRASIL**](https://drive.google.com/file/d/16wTzyyK18wbMc-9dZZqWszhw9513FaOx/view?usp=drive_link)
Guia	1995	ANTAS PTZ	[**AVES DO PARQUE NACIONAL DE BRAS€LIA. IBAMA (COLE€?€?O MEIO AMBIENTE. S€?RIE FAUNA BRASILEIRA). BRAS€LIA, BRASIL**](https://drive.google.com/file/d/12wn3nPeMq4PjNSbdWDUKqECTf5kzGadw/view?usp=drive_link)
